feature,importance
network_volume,40972.33960832097
network_gini,16388.33853115514
hour,5102.11760940589
network_entropy,3931.9417783562094
month,3013.8886923603714
feels_like,1435.9221023134887
temperature,1324.8662888370454
wind_speed,1167.9316068142653
day_of_week,1158.727935988456
humidity,1151.2736090254039
cloud_cover,763.581342972815
season,377.90513329580426
precipitation,317.34516259655356
bad_weather_score,32.24243746697903
is_heavy_rain,0.0
is_raining,0.0
